Teams,League,Category,Designation,Side,Name,Points,Odds,American Odds,Key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,under,,Garrett Stubbs,0.5,1.95238096,-105,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,over,,Johan Rojas,0.5,1.51282052,-195,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,under,,Johan Rojas,0.5,2.45,+145,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,over,,Kody Clemens,0.5,1.52631579,-190,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,under,,Kody Clemens,0.5,2.4,+140,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,over,,Nick Castellanos,1.5,2.0,+100,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,under,,Nick Castellanos,1.5,1.74074075,-135,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,over,,Tim Anderson,1.5,2.65,+165,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,under,,Tim Anderson,1.5,1.43478261,-230,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,over,,Trea Turner,1.5,1.8,-125,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,under,,Trea Turner,1.5,1.90909091,-110,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,over,,Whit Merrifield,1.5,2.45,+145,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases,under,,Whit Merrifield,1.5,1.51282052,-195,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,1+,,Alec Bohm,,1.27027028,-370,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,3+,,Alec Bohm,,2.8,+180,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,4+,,Alec Bohm,,3.95,+295,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,1+,,Brandon Marsh,,1.48780488,-205,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,3+,,Brandon Marsh,,3.8,+280,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,4+,,Brandon Marsh,,5.25,+425,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,1+,,Bryson Stott,,1.32258065,-310,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,3+,,Bryson Stott,,3.0,+200,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,4+,,Bryson Stott,,4.3,+330,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,2+,,Garrett Stubbs,,3.15,+215,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,3+,,Garrett Stubbs,,5.5,+450,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,4+,,Garrett Stubbs,,8.5,+750,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,2+,,Johan Rojas,,2.65,+165,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,3+,,Johan Rojas,,4.9,+390,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,4+,,Johan Rojas,,8.0,+700,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,2+,,Kody Clemens,,2.3,+130,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,3+,,Kody Clemens,,3.55,+255,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,4+,,Kody Clemens,,4.7,+370,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,1+,,Nick Castellanos,,1.33898306,-295,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,3+,,Nick Castellanos,,2.95,+195,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,4+,,Nick Castellanos,,4.1,+310,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,1+,,Tim Anderson,,1.43478261,-230,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,3+,,Tim Anderson,,5.25,+425,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,4+,,Tim Anderson,,9.0,+800,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,1+,,Trea Turner,,1.23529412,-425,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,3+,,Trea Turner,,2.5,+150,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,4+,,Trea Turner,,3.5,+250,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,1+,,Whit Merrifield,,1.39215687,-255,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,3+,,Whit Merrifield,,4.3,+330,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Total Bases Milestones,4+,,Whit Merrifield,,7.5,+650,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,over,,Alec Bohm,0.5,2.2,+120,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,under,,Alec Bohm,0.5,1.625,-160,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,over,,Brandon Marsh,0.5,2.6,+160,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,under,,Brandon Marsh,0.5,1.45454546,-220,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,over,,Bryson Stott,0.5,2.6,+160,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,under,,Bryson Stott,0.5,1.45454546,-220,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,over,,Garrett Stubbs,0.5,3.35,+235,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,under,,Garrett Stubbs,0.5,1.28571429,-350,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,over,,Johan Rojas,0.5,3.15,+215,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,under,,Johan Rojas,0.5,1.32258065,-310,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,over,,Kody Clemens,0.5,2.55,+155,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,under,,Kody Clemens,0.5,1.47619048,-210,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,over,,Nick Castellanos,0.5,2.1,+110,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,under,,Nick Castellanos,0.5,1.66666667,-150,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,over,,Tim Anderson,0.5,3.55,+255,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,under,,Tim Anderson,0.5,1.2631579,-380,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,over,,Trea Turner,0.5,2.05,+105,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,under,,Trea Turner,0.5,1.68965518,-145,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,over,,Whit Merrifield,0.5,2.85,+185,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs,under,,Whit Merrifield,0.5,1.38461539,-260,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,2+,,Alec Bohm,,5.0,+400,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,3+,,Alec Bohm,,13.0,+1200,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,2+,,Brandon Marsh,,6.0,+500,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,2+,,Bryson Stott,,6.0,+500,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,2+,,Garrett Stubbs,,8.5,+750,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,2+,,Johan Rojas,,8.0,+700,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,2+,,Kody Clemens,,5.75,+475,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,2+,,Nick Castellanos,,4.6,+360,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,3+,,Nick Castellanos,,10.5,+950,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,2+,,Tim Anderson,,11.0,+1000,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,2+,,Trea Turner,,4.7,+370,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,3+,,Trea Turner,,11.0,+1000,key
MIA Marlins(away) vs PHI Phillies(home),MLB,RBIs Milestones,2+,,Whit Merrifield,,7.0,+600,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,over,,Alec Bohm,0.5,1.83333334,-120,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,under,,Alec Bohm,0.5,1.86956522,-115,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,over,,Brandon Marsh,0.5,1.86956522,-115,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,under,,Brandon Marsh,0.5,1.83333334,-120,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,over,,Bryson Stott,0.5,1.66666667,-150,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,under,,Bryson Stott,0.5,2.1,+110,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,over,,Garrett Stubbs,0.5,2.65,+165,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,under,,Garrett Stubbs,0.5,1.43478261,-230,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,over,,Johan Rojas,0.5,2.4,+140,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,under,,Johan Rojas,0.5,1.52631579,-190,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,over,,Kody Clemens,0.5,2.3,+130,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,under,,Kody Clemens,0.5,1.57142858,-175,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,over,,Nick Castellanos,0.5,1.95238096,-105,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,under,,Nick Castellanos,0.5,1.76923077,-130,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,over,,Tim Anderson,0.5,2.65,+165,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,under,,Tim Anderson,0.5,1.43478261,-230,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,over,,Trea Turner,0.5,1.6451613,-155,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,under,,Trea Turner,0.5,2.15,+115,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,over,,Whit Merrifield,0.5,2.3,+130,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Runs Scored,under,,Whit Merrifield,0.5,1.55555556,-180,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,over,,Alec Bohm,2.5,2.05,+105,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,under,,Alec Bohm,2.5,1.68965518,-145,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,over,,Brandon Marsh,1.5,1.76923077,-130,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,under,,Brandon Marsh,1.5,1.95238096,-105,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,over,,Bryson Stott,2.5,2.15,+115,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,under,,Bryson Stott,2.5,1.625,-160,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,over,,Garrett Stubbs,1.5,2.3,+130,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,under,,Garrett Stubbs,1.5,1.55555556,-180,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,over,,Johan Rojas,1.5,1.95238096,-105,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,under,,Johan Rojas,1.5,1.76923077,-130,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,over,,Kody Clemens,1.5,1.90909091,-110,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,under,,Kody Clemens,1.5,1.83333334,-120,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,over,,Nick Castellanos,2.5,2.2,+120,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,under,,Nick Castellanos,2.5,1.60606061,-165,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,over,,Tim Anderson,1.5,1.95238096,-105,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,under,,Tim Anderson,1.5,1.76923077,-130,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,over,,Trea Turner,2.5,1.90909091,-110,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,under,,Trea Turner,2.5,1.8,-125,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,over,,Whit Merrifield,1.5,1.8,-125,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Hits + Runs + RBIs,under,,Whit Merrifield,1.5,1.95238096,-105,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,over,,Alec Bohm,0.5,13.0,+1200,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,under,,Alec Bohm,0.5,1.005,-20000,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,over,,Brandon Marsh,0.5,4.8,+380,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,under,,Brandon Marsh,0.5,1.15384616,-650,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,over,,Bryson Stott,0.5,3.9,+290,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,under,,Bryson Stott,0.5,1.22222223,-450,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,over,,Garrett Stubbs,0.5,8.0,+700,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,under,,Garrett Stubbs,0.5,1.05,-2000,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,over,,Johan Rojas,0.5,3.6,+260,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,under,,Johan Rojas,0.5,1.25641026,-390,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,over,,Nick Castellanos,0.5,11.0,+1000,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,under,,Nick Castellanos,0.5,1.01666667,-6000,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,over,,Tim Anderson,0.5,9.0,+800,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,under,,Tim Anderson,0.5,1.04,-2500,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,over,,Trea Turner,0.5,3.75,+275,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,under,,Trea Turner,0.5,1.23529412,-425,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,over,,Whit Merrifield,0.5,5.0,+400,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Stolen Bases,under,,Whit Merrifield,0.5,1.14285715,-700,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,over,,Alec Bohm,0.5,1.55555556,-180,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,under,,Alec Bohm,0.5,2.3,+130,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,over,,Brandon Marsh,0.5,2.05,+105,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,under,,Brandon Marsh,0.5,1.68965518,-145,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,over,,Bryson Stott,0.5,1.66666667,-150,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,under,,Bryson Stott,0.5,2.1,+110,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,over,,Garrett Stubbs,0.5,2.4,+140,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,under,,Garrett Stubbs,0.5,1.51282052,-195,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,over,,Johan Rojas,0.5,1.83333334,-120,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,under,,Johan Rojas,0.5,1.86956522,-115,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,over,,Kody Clemens,0.5,2.2,+120,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,under,,Kody Clemens,0.5,1.60606061,-165,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,over,,Nick Castellanos,0.5,1.74074075,-135,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,under,,Nick Castellanos,0.5,2.0,+100,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,over,,Tim Anderson,0.5,1.66666667,-150,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,under,,Tim Anderson,0.5,2.1,+110,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,over,,Trea Turner,0.5,1.5882353,-170,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,under,,Trea Turner,0.5,2.25,+125,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,over,,Whit Merrifield,0.5,1.66666667,-150,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Singles,under,,Whit Merrifield,0.5,2.1,+110,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,over,,Alec Bohm,0.5,3.8,+280,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,under,,Alec Bohm,0.5,1.23529412,-425,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,over,,Brandon Marsh,0.5,4.8,+380,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,under,,Brandon Marsh,0.5,1.15384616,-650,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,over,,Bryson Stott,0.5,3.9,+290,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,under,,Bryson Stott,0.5,1.22222223,-450,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,over,,Garrett Stubbs,0.5,5.75,+475,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,under,,Garrett Stubbs,0.5,1.11111112,-900,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,over,,Johan Rojas,0.5,6.0,+500,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,under,,Johan Rojas,0.5,1.1,-1000,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,over,,Kody Clemens,0.5,4.7,+370,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,under,,Kody Clemens,0.5,1.16666667,-600,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,over,,Nick Castellanos,0.5,4.2,+320,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,under,,Nick Castellanos,0.5,1.1904762,-525,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,over,,Tim Anderson,0.5,5.5,+450,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,under,,Tim Anderson,0.5,1.125,-800,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,over,,Trea Turner,0.5,3.7,+270,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,under,,Trea Turner,0.5,1.25,-400,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,over,,Whit Merrifield,0.5,5.0,+400,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Doubles,under,,Whit Merrifield,0.5,1.14285715,-700,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Triples,over,,Bryson Stott,0.5,12.0,+1100,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Triples,under,,Bryson Stott,0.5,1.0125,-8000,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,over,,Alec Bohm,0.5,2.9,+190,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,under,,Alec Bohm,0.5,1.37037038,-270,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,over,,Brandon Marsh,0.5,1.8,-125,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,under,,Brandon Marsh,0.5,1.90909091,-110,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,over,,Bryson Stott,0.5,2.15,+115,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,under,,Bryson Stott,0.5,1.6451613,-155,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,over,,Garrett Stubbs,0.5,3.3,+230,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,under,,Garrett Stubbs,0.5,1.30303031,-330,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,over,,Kody Clemens,0.5,2.85,+185,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,under,,Kody Clemens,0.5,1.39215687,-255,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,over,,Nick Castellanos,0.5,4.0,+300,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,under,,Nick Castellanos,0.5,1.21052632,-475,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,over,,Tim Anderson,0.5,4.3,+330,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,under,,Tim Anderson,0.5,1.1904762,-525,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,over,,Trea Turner,0.5,2.95,+195,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,under,,Trea Turner,0.5,1.36363637,-275,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,over,,Whit Merrifield,0.5,3.45,+245,key
MIA Marlins(away) vs PHI Phillies(home),MLB,Walks,under,,Whit Merrifield,0.5,1.27777778,-360,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line,,away,,1.5,1.61728396,-162,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line,,home,,-1.5,2.36,+136,key
WAS Nationals(away) vs TB Rays(home),MLB,Total,,,,7.5,1.86956522,-115,key
WAS Nationals(away) vs TB Rays(home),MLB,Total,,,,7.5,1.95238096,-105,key
WAS Nationals(away) vs TB Rays(home),MLB,Moneyline,,away,,,2.3,+130,key
WAS Nationals(away) vs TB Rays(home),MLB,Moneyline,,home,,,1.6451613,-155,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,-4.5,7.8,+680,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,4.5,1.06849316,-1460,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,-4.0,7.5,+650,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,4.0,1.07352942,-1360,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,-3.5,5.92,+492,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,3.5,1.11627907,-860,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,-3.0,5.59,+459,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,3.0,1.12987013,-770,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,-2.5,4.28,+328,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,2.5,1.20366599,-491,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,-2.0,3.95,+295,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,2.0,1.23310024,-429,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,-1.5,3.11,+211,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,1.5,1.34602077,-289,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,-1.0,2.78,+178,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,1.0,1.42016807,-238,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,1.0,1.86206897,-116,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,-1.0,1.89285715,-112,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,2.0,1.40983607,-244,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,-2.0,2.81,+181,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,2.5,1.33898306,-295,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,-2.5,3.15,+215,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,3.0,1.23310024,-429,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,-3.0,3.95,+295,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,away,,3.5,1.20533881,-487,key
WAS Nationals(away) vs TB Rays(home),MLB,Run Line Alternate,,home,,-3.5,4.26,+326,key
