Teams,League,Category,Designation,Side,Name,Points,PB Decimal Odds,PB American Odds,Key,Date
SEA(away) vs DET(home),NFL,Player Receptions,over,,J. Gibbs,3.5,2.2,120,pp;0;ou;rec;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Player Receptions,under,,J. Gibbs,3.5,1.625,-160,pp;0;ou;rec;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Player Receptions,over,,J. Williams,3.5,2.15,115,pp;0;ou;rec;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Player Receptions,under,,J. Williams,3.5,1.6667,-150,pp;0;ou;rec;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Player Receptions,over,,J. Smith-Njigba,5.5,2.4,140,pp;0;ou;rec;5.5,2024-09-30
SEA(away) vs DET(home),NFL,Player Receptions,under,,J. Smith-Njigba,5.5,1.5556,-180,pp;0;ou;rec;5.5,2024-09-30
SEA(away) vs DET(home),NFL,Player Receptions,over,,N. Fant,3.5,2.4,140,pp;0;ou;rec;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Player Receptions,under,,N. Fant,3.5,1.5556,-180,pp;0;ou;rec;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Player Receptions,over,,S. Laporta,4.5,2.25,125,pp;0;ou;rec;4.5,2024-09-30
SEA(away) vs DET(home),NFL,Player Receptions,under,,S. Laporta,4.5,1.6061,-165,pp;0;ou;rec;4.5,2024-09-30
SEA(away) vs DET(home),NFL,Player Receptions,over,,T. Lockett,4.5,2.25,125,pp;0;ou;rec;4.5,2024-09-30
SEA(away) vs DET(home),NFL,Player Receptions,under,,T. Lockett,4.5,1.6061,-165,pp;0;ou;rec;4.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,A. St.,34.5,1.1112,-899,pp;0;ss;rey;34.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,A. St.,49.5,1.2667,-375,pp;0;ss;rey;49.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,A. St.,64.5,1.5556,-180,pp;0;ss;rey;64.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,A. St.,79.5,2.05,105,pp;0;ss;rey;79.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,A. St.,94.5,2.9,190,pp;0;ss;rey;94.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,A. St.,109.5,4.3,330,pp;0;ss;rey;109.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,A. St.,124.5,6.5,550,pp;0;ss;rey;124.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,A. St.,139.5,11.0,1000,pp;0;ss;rey;139.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Williams,19.5,1.25,-400,pp;0;ss;rey;19.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Williams,34.5,1.5556,-180,pp;0;ss;rey;34.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Williams,49.5,2.2,120,pp;0;ss;rey;49.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Williams,64.5,3.4,240,pp;0;ss;rey;64.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Williams,79.5,6.0,500,pp;0;ss;rey;79.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Williams,94.5,11.0,1000,pp;0;ss;rey;94.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,D. Metcalf,34.5,1.1429,-700,pp;0;ss;rey;34.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,D. Metcalf,49.5,1.3637,-275,pp;0;ss;rey;49.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,D. Metcalf,64.5,1.8696,-115,pp;0;ss;rey;64.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,D. Metcalf,79.5,2.75,175,pp;0;ss;rey;79.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,D. Metcalf,94.5,4.3,330,pp;0;ss;rey;94.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,D. Metcalf,109.5,7.0,600,pp;0;ss;rey;109.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,D. Metcalf,124.5,14.0,1300,pp;0;ss;rey;124.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Smith-Njigba,19.5,1.16,-625,pp;0;ss;rey;19.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Smith-Njigba,34.5,1.4167,-240,pp;0;ss;rey;34.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Smith-Njigba,49.5,1.9524,-105,pp;0;ss;rey;49.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Smith-Njigba,64.5,3.2,220,pp;0;ss;rey;64.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Smith-Njigba,79.5,5.5,450,pp;0;ss;rey;79.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Smith-Njigba,94.5,10.0,900,pp;0;ss;rey;94.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,T. Lockett,19.5,1.2223,-450,pp;0;ss;rey;19.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,T. Lockett,34.5,1.5264,-190,pp;0;ss;rey;34.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,T. Lockett,49.5,2.05,105,pp;0;ss;rey;49.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,T. Lockett,64.5,3.2,220,pp;0;ss;rey;64.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,T. Lockett,79.5,5.25,425,pp;0;ss;rey;79.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,T. Lockett,94.5,8.5,750,pp;0;ss;rey;94.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,T. Lockett,109.5,16.0,1500,pp;0;ss;rey;109.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Gibbs,19.5,1.7693,-130,pp;0;ss;rey;19.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Gibbs,34.5,3.0,200,pp;0;ss;rey;34.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Gibbs,49.5,5.75,475,pp;0;ss;rey;49.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,J. Gibbs,64.5,13.0,1200,pp;0;ss;rey;64.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,S. Laporta,19.5,1.2858,-350,pp;0;ss;rey;19.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,S. Laporta,34.5,1.7143,-140,pp;0;ss;rey;34.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,S. Laporta,49.5,2.65,165,pp;0;ss;rey;49.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,S. Laporta,64.5,4.75,375,pp;0;ss;rey;64.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,S. Laporta,79.5,10.0,900,pp;0;ss;rey;79.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,N. Fant,19.5,1.625,-160,pp;0;ss;rey;19.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,N. Fant,34.5,2.5,150,pp;0;ss;rey;34.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,N. Fant,49.5,4.75,375,pp;0;ss;rey;49.5,2024-09-30
SEA(away) vs DET(home),NFL,Receiver To Get,over,,N. Fant,64.5,11.0,1000,pp;0;ss;rey;64.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Passing TDs,over,,J. Goff,0.5,1.174,-575,pp;0;ss;tdp;0.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Passing TDs,over,,J. Goff,1.5,2.0,100,pp;0;ss;tdp;1.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Passing TDs,over,,J. Goff,2.5,5.0,400,pp;0;ss;tdp;2.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Passing TDs,over,,J. Goff,3.5,16.0,1500,pp;0;ss;tdp;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Passing TDs,over,,G. Smith,0.5,1.2,-500,pp;0;ss;tdp;0.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Passing TDs,over,,G. Smith,1.5,2.1,110,pp;0;ss;tdp;1.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Passing TDs,over,,G. Smith,2.5,5.25,425,pp;0;ss;tdp;2.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Passing TDs,over,,G. Smith,3.5,16.0,1500,pp;0;ss;tdp;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,A. St.,3.5,1.1,-1000,pp;0;ss;rec;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,A. St.,4.5,1.25,-400,pp;0;ss;rec;4.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,A. St.,5.5,1.4762,-210,pp;0;ss;rec;5.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,A. St.,6.5,1.8,-125,pp;0;ss;rec;6.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,A. St.,7.5,2.25,125,pp;0;ss;rec;7.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,A. St.,8.5,3.0,200,pp;0;ss;rec;8.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,A. St.,9.5,4.1,310,pp;0;ss;rec;9.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,A. St.,10.5,5.75,475,pp;0;ss;rec;10.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,A. St.,11.5,7.5,650,pp;0;ss;rec;11.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,A. St.,12.5,11.5,1050,pp;0;ss;rec;12.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,A. St.,13.5,16.0,1500,pp;0;ss;rec;13.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,D. Metcalf,2.5,1.0834,-1199,pp;0;ss;rec;2.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,D. Metcalf,3.5,1.2858,-350,pp;0;ss;rec;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,D. Metcalf,4.5,1.6667,-150,pp;0;ss;rec;4.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,D. Metcalf,5.5,2.35,135,pp;0;ss;rec;5.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,D. Metcalf,6.5,3.6,260,pp;0;ss;rec;6.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,D. Metcalf,7.5,5.5,450,pp;0;ss;rec;7.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,D. Metcalf,8.5,9.0,800,pp;0;ss;rec;8.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,D. Metcalf,9.5,15.0,1400,pp;0;ss;rec;9.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,J. Smith-Njigba,2.5,1.1429,-700,pp;0;ss;rec;2.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,J. Smith-Njigba,3.5,1.3449,-290,pp;0;ss;rec;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,J. Smith-Njigba,4.5,1.7143,-140,pp;0;ss;rec;4.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,J. Smith-Njigba,5.5,2.4,140,pp;0;ss;rec;5.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,J. Smith-Njigba,6.5,3.4,240,pp;0;ss;rec;6.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,J. Smith-Njigba,7.5,5.5,450,pp;0;ss;rec;7.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,J. Smith-Njigba,8.5,8.5,750,pp;0;ss;rec;8.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,J. Smith-Njigba,9.5,14.0,1300,pp;0;ss;rec;9.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,T. Lockett,1.5,1.1,-1000,pp;0;ss;rec;1.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,T. Lockett,2.5,1.25,-400,pp;0;ss;rec;2.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,T. Lockett,3.5,1.6061,-165,pp;0;ss;rec;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,T. Lockett,4.5,2.25,125,pp;0;ss;rec;4.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,T. Lockett,5.5,3.4,240,pp;0;ss;rec;5.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,T. Lockett,6.5,5.5,450,pp;0;ss;rec;6.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,T. Lockett,7.5,8.5,750,pp;0;ss;rec;7.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,T. Lockett,8.5,14.0,1300,pp;0;ss;rec;8.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,S. Laporta,1.5,1.1429,-700,pp;0;ss;rec;1.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,S. Laporta,2.5,1.3334,-300,pp;0;ss;rec;2.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,S. Laporta,3.5,1.6667,-150,pp;0;ss;rec;3.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,S. Laporta,4.5,2.2,120,pp;0;ss;rec;4.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,S. Laporta,5.5,3.2,220,pp;0;ss;rec;5.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,S. Laporta,6.5,4.75,375,pp;0;ss;rec;6.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,S. Laporta,7.5,7.5,650,pp;0;ss;rec;7.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Receptions,over,,S. Laporta,8.5,12.0,1100,pp;0;ss;rec;8.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,D. Montgomery,13.5,1.6667,-150,pp;0;ss;rut;13.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,D. Montgomery,15.5,2.0,100,pp;0;ss;rut;15.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,D. Montgomery,17.5,2.45,145,pp;0;ss;rut;17.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,D. Montgomery,19.5,3.1,210,pp;0;ss;rut;19.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,D. Montgomery,21.5,3.8,280,pp;0;ss;rut;21.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,D. Montgomery,23.5,4.75,375,pp;0;ss;rut;23.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,D. Montgomery,25.5,6.0,500,pp;0;ss;rut;25.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,D. Montgomery,27.5,8.0,700,pp;0;ss;rut;27.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,D. Montgomery,29.5,11.5,1050,pp;0;ss;rut;29.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,D. Montgomery,31.5,16.0,1500,pp;0;ss;rut;31.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,J. Gibbs,9.5,1.5556,-180,pp;0;ss;rut;9.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,J. Gibbs,11.5,1.8696,-115,pp;0;ss;rut;11.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,J. Gibbs,13.5,2.35,135,pp;0;ss;rut;13.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,J. Gibbs,15.5,3.1,210,pp;0;ss;rut;15.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,J. Gibbs,17.5,4.0,300,pp;0;ss;rut;17.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,J. Gibbs,19.5,5.0,400,pp;0;ss;rut;19.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,J. Gibbs,21.5,6.5,550,pp;0;ss;rut;21.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,J. Gibbs,23.5,8.5,750,pp;0;ss;rut;23.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,J. Gibbs,25.5,11.0,1000,pp;0;ss;rut;25.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Rush Attempts,over,,J. Gibbs,27.5,15.0,1400,pp;0;ss;rut;27.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,J. Goff,17.5,1.1112,-899,pp;0;ss;com;17.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,J. Goff,19.5,1.2858,-350,pp;0;ss;com;19.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,J. Goff,21.5,1.6061,-165,pp;0;ss;com;21.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,J. Goff,23.5,2.15,115,pp;0;ss;com;23.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,J. Goff,25.5,3.3,230,pp;0;ss;com;25.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,J. Goff,27.5,5.0,400,pp;0;ss;com;27.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,J. Goff,29.5,8.0,700,pp;0;ss;com;29.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,J. Goff,31.5,15.0,1400,pp;0;ss;com;31.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,G. Smith,17.5,1.1112,-899,pp;0;ss;com;17.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,G. Smith,19.5,1.2858,-350,pp;0;ss;com;19.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,G. Smith,21.5,1.6061,-165,pp;0;ss;com;21.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,G. Smith,23.5,2.2,120,pp;0;ss;com;23.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,G. Smith,25.5,3.2,220,pp;0;ss;com;25.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,G. Smith,27.5,5.25,425,pp;0;ss;com;27.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,G. Smith,29.5,9.0,800,pp;0;ss;com;29.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Completions,over,,G. Smith,31.5,16.0,1500,pp;0;ss;com;31.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,J. Goff,25.5,1.0834,-1199,pp;0;ss;pat;25.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,J. Goff,27.5,1.16,-625,pp;0;ss;pat;27.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,J. Goff,29.5,1.3077,-325,pp;0;ss;pat;29.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,J. Goff,31.5,1.5556,-180,pp;0;ss;pat;31.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,J. Goff,33.5,1.8696,-115,pp;0;ss;pat;33.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,J. Goff,35.5,2.4,140,pp;0;ss;pat;35.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,J. Goff,37.5,3.1,210,pp;0;ss;pat;37.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,J. Goff,39.5,4.1,310,pp;0;ss;pat;39.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,J. Goff,41.5,5.75,475,pp;0;ss;pat;41.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,J. Goff,43.5,8.5,750,pp;0;ss;pat;43.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,J. Goff,45.5,13.0,1200,pp;0;ss;pat;45.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,G. Smith,27.5,1.1112,-899,pp;0;ss;pat;27.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,G. Smith,29.5,1.2223,-450,pp;0;ss;pat;29.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,G. Smith,31.5,1.3847,-260,pp;0;ss;pat;31.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,G. Smith,33.5,1.6667,-150,pp;0;ss;pat;33.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,G. Smith,35.5,2.05,105,pp;0;ss;pat;35.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,G. Smith,37.5,2.65,165,pp;0;ss;pat;37.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,G. Smith,39.5,3.6,260,pp;0;ss;pat;39.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,G. Smith,41.5,5.0,400,pp;0;ss;pat;41.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,G. Smith,43.5,7.5,650,pp;0;ss;pat;43.5,2024-09-30
SEA(away) vs DET(home),NFL,Alternate Pass Attempts,over,,G. Smith,45.5,11.5,1050,pp;0;ss;pat;45.5,2024-09-30
TB(away) vs ATL(home),NFL,Moneyline,,home,,0.0,1.6897,-145,s;0;m,2024-10-03
TB(away) vs ATL(home),NFL,Moneyline,,away,,0.0,2.2,120,s;0;m,2024-10-03
TB(away) vs ATL(home),NFL,Point Spread,,home,,-2.5,1.9091,-110,s;0;s;-2.5,2024-10-03
TB(away) vs ATL(home),NFL,Point Spread,,away,,2.5,1.9091,-110,s;0;s;2.5,2024-10-03
TB(away) vs ATL(home),NFL,Total,over,,,43.5,1.9524,-105,s;0;ou;43.5,2024-10-03
TB(away) vs ATL(home),NFL,Total,under,,,43.5,1.8696,-115,s;0;ou;43.5,2024-10-03
NYJ(away) vs MIN(home),NFL,Moneyline,,home,,0.0,1.6667,-150,s;0;m,2024-10-06
NYJ(away) vs MIN(home),NFL,Moneyline,,away,,0.0,2.25,125,s;0;m,2024-10-06
NYJ(away) vs MIN(home),NFL,Point Spread,,home,,-2.5,1.8334,-120,s;0;s;-2.5,2024-10-06
NYJ(away) vs MIN(home),NFL,Point Spread,,away,,2.5,2.0,100,s;0;s;2.5,2024-10-06
NYJ(away) vs MIN(home),NFL,Total,over,,,41.5,1.9091,-110,s;0;ou;41.5,2024-10-06
NYJ(away) vs MIN(home),NFL,Total,under,,,41.5,1.9091,-110,s;0;ou;41.5,2024-10-06
CAR(away) vs CHI(home),NFL,Moneyline,,home,,0.0,1.4762,-210,s;0;m,2024-10-06
CAR(away) vs CHI(home),NFL,Moneyline,,away,,0.0,2.75,175,s;0;m,2024-10-06
CAR(away) vs CHI(home),NFL,Point Spread,,home,,-3.5,1.8696,-115,s;0;s;-3.5,2024-10-06
CAR(away) vs CHI(home),NFL,Point Spread,,away,,3.5,1.9524,-105,s;0;s;3.5,2024-10-06
CAR(away) vs CHI(home),NFL,Total,over,,,43.5,1.9524,-105,s;0;ou;43.5,2024-10-06
CAR(away) vs CHI(home),NFL,Total,under,,,43.5,1.8696,-115,s;0;ou;43.5,2024-10-06
MIA(away) vs NE(home),NFL,Moneyline,,home,,0.0,1.9091,-110,s;0;m,2024-10-06
MIA(away) vs NE(home),NFL,Moneyline,,away,,0.0,1.9091,-110,s;0;m,2024-10-06
MIA(away) vs NE(home),NFL,Point Spread,,home,,0.5,1.9091,-110,s;0;s;0.5,2024-10-06
MIA(away) vs NE(home),NFL,Point Spread,,away,,-0.5,1.9091,-110,s;0;s;-0.5,2024-10-06
MIA(away) vs NE(home),NFL,Total,over,,,36.5,1.9091,-110,s;0;ou;36.5,2024-10-06
MIA(away) vs NE(home),NFL,Total,under,,,36.5,1.9091,-110,s;0;ou;36.5,2024-10-06
CLE(away) vs WAS(home),NFL,Moneyline,,home,,0.0,1.5556,-180,s;0;m,2024-10-06
CLE(away) vs WAS(home),NFL,Moneyline,,away,,0.0,2.5,150,s;0;m,2024-10-06
CLE(away) vs WAS(home),NFL,Point Spread,,home,,-3.5,2.0,100,s;0;s;-3.5,2024-10-06
CLE(away) vs WAS(home),NFL,Point Spread,,away,,3.5,1.8334,-120,s;0;s;3.5,2024-10-06
CLE(away) vs WAS(home),NFL,Total,over,,,43.5,1.9091,-110,s;0;ou;43.5,2024-10-06
CLE(away) vs WAS(home),NFL,Total,under,,,43.5,1.9091,-110,s;0;ou;43.5,2024-10-06
IND(away) vs JAX(home),NFL,Moneyline,,home,,0.0,1.6667,-150,s;0;m,2024-10-06
IND(away) vs JAX(home),NFL,Moneyline,,away,,0.0,2.25,125,s;0;m,2024-10-06
IND(away) vs JAX(home),NFL,Point Spread,,home,,-2.5,1.8334,-120,s;0;s;-2.5,2024-10-06
IND(away) vs JAX(home),NFL,Point Spread,,away,,2.5,2.0,100,s;0;s;2.5,2024-10-06
IND(away) vs JAX(home),NFL,Total,over,,,46.5,1.9091,-110,s;0;ou;46.5,2024-10-06
IND(away) vs JAX(home),NFL,Total,under,,,46.5,1.9091,-110,s;0;ou;46.5,2024-10-06
LV(away) vs DEN(home),NFL,Moneyline,,home,,0.0,1.7693,-130,s;0;m,2024-10-06
LV(away) vs DEN(home),NFL,Moneyline,,away,,0.0,2.1,110,s;0;m,2024-10-06
LV(away) vs DEN(home),NFL,Point Spread,,home,,-2.5,1.9091,-110,s;0;s;-2.5,2024-10-06
LV(away) vs DEN(home),NFL,Point Spread,,away,,2.5,1.9091,-110,s;0;s;2.5,2024-10-06
LV(away) vs DEN(home),NFL,Total,over,,,36.5,1.8334,-120,s;0;ou;36.5,2024-10-06
LV(away) vs DEN(home),NFL,Total,under,,,36.5,2.0,100,s;0;ou;36.5,2024-10-06
ARI(away) vs SF(home),NFL,Moneyline,,home,,0.0,1.2858,-350,s;0;m,2024-10-06
