Period,GameId,Teams,League,Designation,Side,Points,Key,BO Odds,BO dec_odds,Category,Date,Name
,199961,LAD(away) vs MIL(home),MLB,over,,4.5,pp;0;ss;er;4.5,506,6.06,Alternate Earned runs,2024-08-12,C. Kershaw
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;er;1.5,-294,1.34,Alternate Earned runs,2024-08-12,C. Kershaw
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;er;2.5,115,2.15,Alternate Earned runs,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,5.5,pp;0;ss;er;5.5,1141,12.41,Alternate Earned runs,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;er;1.5,-286,1.35,Alternate Earned runs,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;er;3.5,235,3.35,Alternate Earned runs,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,4.5,pp;0;ss;er;4.5,510,6.1,Alternate Earned runs,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,310,4.1,Alternate Hits,2024-08-12,K. Hernández
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-143,1.7,Alternate Hits,2024-08-12,K. Hernández
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,1168,12.68,Alternate Hits,2024-08-12,K. Hernández
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,287,3.87,Alternate Hits,2024-08-12,G. Lux
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,1083,11.83,Alternate Hits,2024-08-12,G. Lux
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-159,1.63,Alternate Hits,2024-08-12,G. Lux
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,846,9.46,Alternate Hits,2024-08-12,W. Smith
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,242,3.42,Alternate Hits,2024-08-12,W. Smith
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-169,1.59,Alternate Hits,2024-08-12,W. Smith
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-189,1.53,Alternate Hits,2024-08-12,W. Adames
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,797,8.97,Alternate Hits,2024-08-12,W. Adames
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,225,3.25,Alternate Hits,2024-08-12,W. Adames
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,718,8.18,Alternate Hits,2024-08-12,F. Freeman
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-222,1.45,Alternate Hits,2024-08-12,F. Freeman
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,201,3.01,Alternate Hits,2024-08-12,F. Freeman
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,923,10.23,Alternate Hits,2024-08-12,B. Turang
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-182,1.55,Alternate Hits,2024-08-12,B. Turang
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,244,3.44,Alternate Hits,2024-08-12,B. Turang
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-222,1.45,Alternate Hits,2024-08-12,W. Contreras
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,718,8.18,Alternate Hits,2024-08-12,W. Contreras
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,201,3.01,Alternate Hits,2024-08-12,W. Contreras
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,800,9.0,Alternate Hits,2024-08-12,M. Rojas
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,228,3.28,Alternate Hits,2024-08-12,M. Rojas
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-185,1.54,Alternate Hits,2024-08-12,M. Rojas
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,241,3.41,Alternate Hits,2024-08-12,S. Frelick
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-172,1.58,Alternate Hits,2024-08-12,S. Frelick
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,850,9.5,Alternate Hits,2024-08-12,S. Frelick
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,1808,19.08,Alternate Hits,2024-08-12,J. Bauers
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-135,1.74,Alternate Hits,2024-08-12,J. Bauers
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,411,5.11,Alternate Hits,2024-08-12,J. Bauers
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-270,1.37,Alternate Hits,2024-08-12,J. Chourio
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,640,7.4,Alternate Hits,2024-08-12,J. Chourio
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,177,2.77,Alternate Hits,2024-08-12,J. Chourio
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,744,8.44,Alternate Hits,2024-08-12,A. Rosario
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-238,1.42,Alternate Hits,2024-08-12,A. Rosario
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,227,3.27,Alternate Hits,2024-08-12,A. Rosario
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,1001,11.01,Alternate Hits,2024-08-12,R. Hoskins
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,258,3.58,Alternate Hits,2024-08-12,R. Hoskins
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-189,1.53,Alternate Hits,2024-08-12,R. Hoskins
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-164,1.61,Alternate Hits,2024-08-12,J. Ortiz
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,1098,11.98,Alternate Hits,2024-08-12,J. Ortiz
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,285,3.85,Alternate Hits,2024-08-12,J. Ortiz
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-217,1.46,Alternate Hits,2024-08-12,S. Ohtani
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,234,3.34,Alternate Hits,2024-08-12,S. Ohtani
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,919,10.19,Alternate Hits,2024-08-12,S. Ohtani
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,738,8.38,Alternate Hits,2024-08-12,T. Hernandez
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-179,1.56,Alternate Hits,2024-08-12,T. Hernandez
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,223,3.23,Alternate Hits,2024-08-12,T. Hernandez
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,280,3.8,Alternate Hits,2024-08-12,G. Sanchez
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-167,1.6,Alternate Hits,2024-08-12,G. Sanchez
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,1075,11.75,Alternate Hits,2024-08-12,G. Sanchez
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-139,1.72,Alternate Hits,2024-08-12,N. Ahmed
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,405,5.05,Alternate Hits,2024-08-12,N. Ahmed
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,1785,18.85,Alternate Hits,2024-08-12,N. Ahmed
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;hit;2.5,594,6.94,Alternate Hits,2024-08-12,M. Betts
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hit;1.5,184,2.84,Alternate Hits,2024-08-12,M. Betts
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-213,1.47,Alternate Hits,2024-08-12,M. Betts
,199961,LAD(away) vs MIL(home),MLB,over,,4.5,pp;0;ss;hita;4.5,-114,1.88,Alternate Hits Allowed,2024-08-12,C. Kershaw
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;hita;3.5,-312,1.32,Alternate Hits Allowed,2024-08-12,C. Kershaw
,199961,LAD(away) vs MIL(home),MLB,over,,7.5,pp;0;ss;hita;7.5,599,6.99,Alternate Hits Allowed,2024-08-12,C. Kershaw
,199961,LAD(away) vs MIL(home),MLB,over,,6.5,pp;0;ss;hita;6.5,313,4.13,Alternate Hits Allowed,2024-08-12,C. Kershaw
,199961,LAD(away) vs MIL(home),MLB,over,,5.5,pp;0;ss;hita;5.5,166,2.66,Alternate Hits Allowed,2024-08-12,C. Kershaw
,199961,LAD(away) vs MIL(home),MLB,over,,9.5,pp;0;ss;hita;9.5,2408,25.08,Alternate Hits Allowed,2024-08-12,C. Kershaw
,199961,LAD(away) vs MIL(home),MLB,over,,8.5,pp;0;ss;hita;8.5,1182,12.82,Alternate Hits Allowed,2024-08-12,C. Kershaw
,199961,LAD(away) vs MIL(home),MLB,over,,6.5,pp;0;ss;hita;6.5,300,4.0,Alternate Hits Allowed,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,8.5,pp;0;ss;hita;8.5,1017,11.17,Alternate Hits Allowed,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,4.5,pp;0;ss;hita;4.5,-105,1.95,Alternate Hits Allowed,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,9.5,pp;0;ss;hita;9.5,1955,20.55,Alternate Hits Allowed,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,7.5,pp;0;ss;hita;7.5,545,6.45,Alternate Hits Allowed,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,5.5,pp;0;ss;hita;5.5,168,2.68,Alternate Hits Allowed,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;hita;3.5,-256,1.39,Alternate Hits Allowed,2024-08-12,F. Peralta
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,3900,40.0,Alternate Home runs,2024-08-12,K. Hernández
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,600,7.0,Alternate Home runs,2024-08-12,K. Hernández
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4400,45.0,Alternate Home runs,2024-08-12,G. Lux
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,700,8.0,Alternate Home runs,2024-08-12,G. Lux
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,3400,35.0,Alternate Home runs,2024-08-12,W. Smith
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,500,6.0,Alternate Home runs,2024-08-12,W. Smith
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4900,50.0,Alternate Home runs,2024-08-12,M. Rojas
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,900,10.0,Alternate Home runs,2024-08-12,M. Rojas
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4900,50.0,Alternate Home runs,2024-08-12,B. Turang
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,900,10.0,Alternate Home runs,2024-08-12,B. Turang
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,400,5.0,Alternate Home runs,2024-08-12,F. Freeman
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,2400,25.0,Alternate Home runs,2024-08-12,F. Freeman
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,400,5.0,Alternate Home runs,2024-08-12,W. Contreras
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,2400,25.0,Alternate Home runs,2024-08-12,W. Contreras
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,300,4.0,Alternate Home runs,2024-08-12,W. Adames
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,1900,20.0,Alternate Home runs,2024-08-12,W. Adames
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,2400,25.0,Alternate Home runs,2024-08-12,J. Bauers
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,400,5.0,Alternate Home runs,2024-08-12,J. Bauers
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4900,50.0,Alternate Home runs,2024-08-12,S. Frelick
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,900,10.0,Alternate Home runs,2024-08-12,S. Frelick
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,1100,12.0,Alternate Home runs,2024-08-12,A. Rosario
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,5900,60.0,Alternate Home runs,2024-08-12,A. Rosario
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,3400,35.0,Alternate Home runs,2024-08-12,J. Chourio
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,500,6.0,Alternate Home runs,2024-08-12,J. Chourio
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,450,5.5,Alternate Home runs,2024-08-12,T. Hernandez
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,2900,30.0,Alternate Home runs,2024-08-12,T. Hernandez
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,700,8.0,Alternate Home runs,2024-08-12,J. Ortiz
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4400,45.0,Alternate Home runs,2024-08-12,J. Ortiz
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,1200,13.0,Alternate Home runs,2024-08-12,S. Ohtani
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,200,3.0,Alternate Home runs,2024-08-12,S. Ohtani
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,1650,17.5,Alternate Home runs,2024-08-12,R. Hoskins
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,250,3.5,Alternate Home runs,2024-08-12,R. Hoskins
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,300,4.0,Alternate Home runs,2024-08-12,G. Sanchez
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,1900,20.0,Alternate Home runs,2024-08-12,G. Sanchez
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,1100,12.0,Alternate Home runs,2024-08-12,N. Ahmed
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,5900,60.0,Alternate Home runs,2024-08-12,N. Ahmed
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;hr;0.5,450,5.5,Alternate Home runs,2024-08-12,M. Betts
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;hr;1.5,2900,30.0,Alternate Home runs,2024-08-12,M. Betts
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,714,8.14,Alternate Runs + RBIs,2024-08-12,K. Hernández
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,292,3.92,Alternate Runs + RBIs,2024-08-12,K. Hernández
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1587,16.87,Alternate Runs + RBIs,2024-08-12,K. Hernández
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,126,2.26,Alternate Runs + RBIs,2024-08-12,K. Hernández
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,377,4.77,Alternate Runs + RBIs,2024-08-12,W. Smith
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,100,2.0,Alternate Runs + RBIs,2024-08-12,W. Smith
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,730,8.3,Alternate Runs + RBIs,2024-08-12,W. Smith
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,192,2.92,Alternate Runs + RBIs,2024-08-12,W. Smith
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,253,3.53,Alternate Runs + RBIs,2024-08-12,G. Lux
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,134,2.34,Alternate Runs + RBIs,2024-08-12,G. Lux
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,538,6.38,Alternate Runs + RBIs,2024-08-12,G. Lux
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1103,12.03,Alternate Runs + RBIs,2024-08-12,G. Lux
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-123,1.81,Alternate Runs + RBIs,2024-08-12,W. Contreras
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,856,9.56,Alternate Runs + RBIs,2024-08-12,W. Contreras
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,403,5.03,Alternate Runs + RBIs,2024-08-12,W. Contreras
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,186,2.86,Alternate Runs + RBIs,2024-08-12,W. Contreras
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,169,2.69,Alternate Runs + RBIs,2024-08-12,B. Turang
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1152,12.52,Alternate Runs + RBIs,2024-08-12,B. Turang
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-185,1.54,Alternate Runs + RBIs,2024-08-12,B. Turang
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,447,5.47,Alternate Runs + RBIs,2024-08-12,B. Turang
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,597,6.97,Alternate Runs + RBIs,2024-08-12,W. Adames
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-125,1.8,Alternate Runs + RBIs,2024-08-12,W. Adames
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,313,4.13,Alternate Runs + RBIs,2024-08-12,W. Adames
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,163,2.63,Alternate Runs + RBIs,2024-08-12,W. Adames
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,316,4.16,Alternate Runs + RBIs,2024-08-12,M. Rojas
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,788,8.88,Alternate Runs + RBIs,2024-08-12,M. Rojas
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,136,2.36,Alternate Runs + RBIs,2024-08-12,M. Rojas
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1775,18.75,Alternate Runs + RBIs,2024-08-12,M. Rojas
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,383,4.83,Alternate Runs + RBIs,2024-08-12,F. Freeman
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,791,8.91,Alternate Runs + RBIs,2024-08-12,F. Freeman
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,182,2.82,Alternate Runs + RBIs,2024-08-12,F. Freeman
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-123,1.81,Alternate Runs + RBIs,2024-08-12,F. Freeman
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,144,2.44,Alternate Runs + RBIs,2024-08-12,S. Frelick
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1651,17.51,Alternate Runs + RBIs,2024-08-12,S. Frelick
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,755,8.55,Alternate Runs + RBIs,2024-08-12,S. Frelick
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,313,4.13,Alternate Runs + RBIs,2024-08-12,S. Frelick
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,2289,23.89,Alternate Runs + RBIs,2024-08-12,A. Rosario
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-116,1.86,Alternate Runs + RBIs,2024-08-12,A. Rosario
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,282,3.82,Alternate Runs + RBIs,2024-08-12,A. Rosario
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,848,9.48,Alternate Runs + RBIs,2024-08-12,A. Rosario
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,886,9.86,Alternate Runs + RBIs,2024-08-12,J. Bauers
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,361,4.61,Alternate Runs + RBIs,2024-08-12,J. Bauers
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-213,1.47,Alternate Runs + RBIs,2024-08-12,J. Bauers
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,165,2.65,Alternate Runs + RBIs,2024-08-12,J. Bauers
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-196,1.51,Alternate Runs + RBIs,2024-08-12,S. Ohtani
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,274,3.74,Alternate Runs + RBIs,2024-08-12,S. Ohtani
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,166,2.66,Alternate Runs + RBIs,2024-08-12,S. Ohtani
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,100,2.0,Alternate Runs + RBIs,2024-08-12,S. Ohtani
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,184,2.84,Alternate Runs + RBIs,2024-08-12,T. Hernandez
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-106,1.94,Alternate Runs + RBIs,2024-08-12,T. Hernandez
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,361,4.61,Alternate Runs + RBIs,2024-08-12,T. Hernandez
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,698,7.98,Alternate Runs + RBIs,2024-08-12,T. Hernandez
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,183,2.83,Alternate Runs + RBIs,2024-08-12,J. Chourio
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,390,4.9,Alternate Runs + RBIs,2024-08-12,J. Chourio
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-123,1.81,Alternate Runs + RBIs,2024-08-12,J. Chourio
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,815,9.15,Alternate Runs + RBIs,2024-08-12,J. Chourio
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,975,10.75,Alternate Runs + RBIs,2024-08-12,R. Hoskins
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,430,5.3,Alternate Runs + RBIs,2024-08-12,R. Hoskins
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,184,2.84,Alternate Runs + RBIs,2024-08-12,R. Hoskins
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-143,1.7,Alternate Runs + RBIs,2024-08-12,R. Hoskins
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1134,12.34,Alternate Runs + RBIs,2024-08-12,J. Ortiz
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,539,6.39,Alternate Runs + RBIs,2024-08-12,J. Ortiz
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,122,2.22,Alternate Runs + RBIs,2024-08-12,J. Ortiz
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,246,3.46,Alternate Runs + RBIs,2024-08-12,J. Ortiz
,199961,LAD(away) vs MIL(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,320,4.2,Alternate Runs + RBIs,2024-08-12,N. Ahmed
,199961,LAD(away) vs MIL(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,2559,26.59,Alternate Runs + RBIs,2024-08-12,N. Ahmed
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,960,10.6,Alternate Runs + RBIs,2024-08-12,N. Ahmed
,199961,LAD(away) vs MIL(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,102,2.02,Alternate Runs + RBIs,2024-08-12,N. Ahmed
,199961,LAD(away) vs MIL(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,378,4.78,Alternate Runs + RBIs,2024-08-12,G. Sanchez
