,Teams,League,Category,Designation,Side,Name,Points,Odds,Units
396,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,over,Home,D. Smyly Over 5.5,5.5,2.85,
397,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,under,Home,D. Smyly Under 5.5,5.5,1.4,
398,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,over,Home,D. Smyly Over 2.5,2.5,1.2353,
399,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,under,Home,D. Smyly Under 2.5,2.5,4.0,
400,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,over,Home,D. Smyly Over 3.5,3.5,1.5556,
401,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,under,Home,D. Smyly Under 3.5,3.5,2.4,
402,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,over,Home,D. Smyly Over 4.5,4.5,2.15,
403,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,under,Home,D. Smyly Under 4.5,4.5,1.6667,
404,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,over,Home,D. Smyly Over 5.5,5.5,3.3,
405,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,under,Home,D. Smyly Under 5.5,5.5,1.3077,
406,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player Hit Type OF,,Away,Reach Base (Excl. Double/Triple/Hr),0.0,3.25,
407,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player Hit Type OF,,Away,Double,0.0,12.0,
408,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player Hit Type OF,,Away,Triple,0.0,29.0,
409,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player Hit Type OF,,Away,Home Run,0.0,12.0,
410,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player Hit Type OF,,Away,Out,0.0,1.3637,
411,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player Hit Type OF,,Away,Reach Base (Excl. Double/Triple/Hr),0.0,3.6,
412,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player Hit Type OF,,Away,Double,0.0,16.0,
413,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player Hit Type OF,,Away,Home Run,0.0,21.0,
414,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player Hit Type OF,,Away,Out,0.0,1.2858,
