Teams,League,Category,Designation,Side,Name,Points,Odds,Units
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 2-0,0.0,36.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 2-1,0.0,21.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 3-0,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 3-1,0.0,26.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 3-2,0.0,19.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 4-0,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 4-1,0.0,29.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 4-2,0.0,21.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 4-3,0.0,21.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 5-0,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 5-1,0.0,31.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 5-2,0.0,31.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 5-3,0.0,26.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 5-4,0.0,23.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 6-0,0.0,51.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 6-1,0.0,41.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 6-2,0.0,36.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 6-3,0.0,31.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 6-4,0.0,31.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 6-5,0.0,36.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 7-0,0.0,67.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 7-1,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 7-2,0.0,41.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 7-3,0.0,36.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 7-4,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 7-5,0.0,51.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 7-6,0.0,51.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 8-0,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 8-1,0.0,61.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 8-2,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 8-3,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 8-4,0.0,61.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 8-5,0.0,61.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 8-6,0.0,71.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 8-7,0.0,71.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 9-0,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 9-1,0.0,71.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 9-2,0.0,61.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 9-3,0.0,67.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 9-4,0.0,81.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 9-5,0.0,81.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 9-6,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 9-7,0.0,151.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 9-8,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 10-0,0.0,126.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 10-1,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 10-2,0.0,81.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 10-3,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 10-4,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 10-5,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 10-6,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 10-7,0.0,201.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 10-8,0.0,176.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Home,Cleveland Guardians 10-9,0.0,301.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 1-0,0.0,61.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 2-0,0.0,51.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 2-1,0.0,29.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 3-0,0.0,61.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 3-1,0.0,29.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 3-2,0.0,26.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 4-0,0.0,61.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 4-1,0.0,36.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 4-2,0.0,26.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 4-3,0.0,26.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 5-0,0.0,61.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 5-1,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 5-2,0.0,36.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 5-3,0.0,31.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 5-4,0.0,31.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 6-0,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 6-1,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 6-2,0.0,41.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 6-3,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 6-4,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 6-5,0.0,41.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 7-0,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 7-1,0.0,81.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 7-2,0.0,51.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 7-3,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 7-4,0.0,51.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 7-5,0.0,51.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 7-6,0.0,67.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 8-0,0.0,201.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 8-1,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 8-2,0.0,71.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 8-3,0.0,61.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 8-4,0.0,71.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 8-5,0.0,81.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 8-6,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 8-7,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 9-0,0.0,176.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 9-1,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 9-2,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 9-3,0.0,81.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 9-4,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 9-5,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 9-6,0.0,151.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 9-7,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 9-8,0.0,176.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 10-0,0.0,301.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 10-1,0.0,176.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 10-2,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 10-3,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 10-4,0.0,126.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 10-5,0.0,176.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 10-6,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 10-7,0.0,176.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 10-8,0.0,201.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Away,Washington Nationals 10-9,0.0,351.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Draw 0-0,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Draw 1-1,0.0,36.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Draw 2-2,0.0,26.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Draw 3-3,0.0,26.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Draw 4-4,0.0,29.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Draw 5-5,0.0,36.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Draw 6-6,0.0,46.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Draw 7-7,0.0,81.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Draw 8-8,0.0,176.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Draw 9-9,0.0,201.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Draw 10-10,0.0,401.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,9 Inning Correct Score OF,,Neither,Any Other Score,0.0,8.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Team With The Highest Scoring Inning OF,,Home,Cleveland Guardians,0.0,2.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Team With The Highest Scoring Inning OF,,Away,Washington Nationals,0.0,2.65,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Team With The Highest Scoring Inning OF,,Neither,Draw,0.0,4.3,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Highest Scoring Inning OF,,Neither,1st Inning,0.0,8.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Highest Scoring Inning OF,,Neither,2nd Inning,0.0,8.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Highest Scoring Inning OF,,Neither,3rd Inning,0.0,8.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Highest Scoring Inning OF,,Neither,4th Inning,0.0,8.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Highest Scoring Inning OF,,Neither,5th Inning,0.0,8.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Highest Scoring Inning OF,,Neither,6th Inning,0.0,8.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Highest Scoring Inning OF,,Neither,7th Inning,0.0,9.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Highest Scoring Inning OF,,Neither,8th Inning,0.0,10.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Highest Scoring Inning OF,,Neither,9th Inning,0.0,15.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Highest Scoring Inning OF,,Neither,Draw,0.0,3.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,2.9,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,1.3847,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,1.3847,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,2.9,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,1.9524,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,1.8,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,4.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,1.1819,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,7.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,1.0834,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,1.1,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,6.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,13.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,1.0334,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Winner OF,,Home,Cleveland Guardians,0.0,3.6,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Winner OF,,Away,Washington Nationals,0.0,3.8,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Winner OF,,Neither,Draw,0.0,1.8,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - A Run To Be Scored OF,,Neither,Yes,0.5,1.8696,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - A Run To Be Scored OF,,Neither,No,0.5,1.8696,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Team A - A Run To Be Scored OF,,Home,Yes,0.5,3.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Team A - A Run To Be Scored OF,,Home,No,0.5,1.3637,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Team B - A Run To Be Scored OF,,Away,Yes,0.5,3.1,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Team B - A Run To Be Scored OF,,Away,No,0.5,1.3449,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Total Runs OF,over,Neither,Over 1.5,1.5,3.2,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Total Runs OF,under,Neither,Under 1.5,1.5,1.3334,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Run Line OF,,Home,Cleveland Guardians -0.5,-0.5,3.6,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Run Line OF,,Home,Cleveland Guardians -1.5,-1.5,6.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Run Line OF,,Away,Washington Nationals +0.5,0.5,1.2667,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Run Line OF,,Away,Washington Nationals +1.5,1.5,1.1,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Total Runs Odd/Even OF,,Neither,Odd,0.0,2.75,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Total Runs Odd/Even OF,,Neither,Even,0.0,1.4167,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Home,1st Inning Cleveland Guardians 1-0,0.0,7.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Home,1st Inning Cleveland Guardians 2-0,0.0,12.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Home,1st Inning Cleveland Guardians 2-1,0.0,36.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Home,1st Inning Cleveland Guardians 3-0,0.0,21.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Home,1st Inning Cleveland Guardians 3-1,0.0,67.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Home,1st Inning Cleveland Guardians 3-2,0.0,151.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Home,1st Inning Cleveland Guardians 4-0,0.0,29.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Home,1st Inning Cleveland Guardians 4-1,0.0,91.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Home,1st Inning Cleveland Guardians 4-2,0.0,151.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Home,1st Inning Cleveland Guardians 4-3,0.0,501.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Away,1st Inning Washington Nationals 1-0,0.0,6.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Away,1st Inning Washington Nationals 2-0,0.0,13.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Away,1st Inning Washington Nationals 2-1,0.0,41.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Away,1st Inning Washington Nationals 3-0,0.0,26.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Away,1st Inning Washington Nationals 3-1,0.0,71.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Away,1st Inning Washington Nationals 3-2,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Away,1st Inning Washington Nationals 4-0,0.0,41.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Away,1st Inning Washington Nationals 4-1,0.0,101.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Away,1st Inning Washington Nationals 4-2,0.0,301.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Away,1st Inning Washington Nationals 4-3,0.0,451.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Neither,1st Inning Draw 0-0,0.0,1.8696,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Neither,1st Inning Draw 1-1,0.0,21.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Neither,1st Inning Draw 2-2,0.0,67.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Neither,1st Inning Draw 3-3,0.0,301.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,Inning 'X' - Correct Score OF,,Neither,Any Other Score,0.0,18.0,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,AWAYTEAM Alternate Total Runs,over,Away,Over 1.5,1.5,1.2,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,AWAYTEAM Alternate Total Runs,under,Away,Under 1.5,1.5,4.3,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,AWAYTEAM Alternate Total Runs,over,Away,Over 2.5,2.5,1.4445,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,AWAYTEAM Alternate Total Runs,under,Away,Under 2.5,2.5,2.65,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,AWAYTEAM Alternate Total Runs,over,Away,Over 4.5,4.5,2.4,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,AWAYTEAM Alternate Total Runs,under,Away,Under 4.5,4.5,1.5556,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,AWAYTEAM Alternate Total Runs,over,Away,Over 5.5,5.5,3.3,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,AWAYTEAM Alternate Total Runs,under,Away,Under 5.5,5.5,1.3077,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,HOMETEAM Alternate Total Runs,over,Home,Over 2.5,2.5,1.2858,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,HOMETEAM Alternate Total Runs,under,Home,Under 2.5,2.5,3.4,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,HOMETEAM Alternate Total Runs,over,Home,Over 3.5,3.5,1.5556,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,HOMETEAM Alternate Total Runs,under,Home,Under 3.5,3.5,2.4,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,HOMETEAM Alternate Total Runs,over,Home,Over 5.5,5.5,2.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,HOMETEAM Alternate Total Runs,under,Home,Under 5.5,5.5,1.5,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,HOMETEAM Alternate Total Runs,over,Home,Over 6.5,6.5,3.4,
Washington Nationals(away) vs Cleveland Guardians(home),MLB,HOMETEAM Alternate Total Runs,under,Home,Under 6.5,6.5,1.2858,
Oakland Athletics(away) vs Atlanta Braves(home),MLB,Moneyline OF,,Home,Atlanta Braves,0.0,1.3449,
Oakland Athletics(away) vs Atlanta Braves(home),MLB,Moneyline OF,,Away,Oakland Athletics,0.0,3.3,
