Teams_x,League_x,Category_x,Designation_x,Side_x,Name_x,Points_x,PB Decimal Odds,PB American Odds,Key,Period,GameId,Teams_y,League_y,Designation_y,Side_y,Points_y,BO Odds,BO dec_odds,Category_y,Name_y,Teams,League,Category,Designation,Side,Name,Points,Odds,American Odds
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,180.0,2.8,Hits,O. Albies,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-156.0,1.64,Hits,A. Duvall,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,120.0,2.2,Hits,A. Duvall,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-217.0,1.46,Hits,B. Stott,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,164.0,2.64,Hits,B. Stott,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-227.0,1.44,Hits,N. Castellanos,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,170.0,2.7,Hits,N. Castellanos,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-156.0,1.64,Hits,J. Rojas,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,121.0,2.21,Hits,J. Rojas,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-200.0,1.5,Hits,M. Olson,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,152.0,2.52,Hits,M. Olson,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-270.0,1.37,Hits,T. Turner,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,200.0,3.0,Hits,T. Turner,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-192.0,1.52,Hits,E. Sosa,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,146.0,2.46,Hits,E. Sosa,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-175.0,1.57,Hits,S. Murphy,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,135.0,2.35,Hits,S. Murphy,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-217.0,1.46,Hits,W. Merrifield,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,163.0,2.63,Hits,W. Merrifield,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-208.0,1.48,Hits,J. Kelenic,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,158.0,2.58,Hits,J. Kelenic,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-250.0,1.4,Hits,M. Ozuna,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,186.0,2.86,Hits,M. Ozuna,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-185.0,1.54,Hits,T. d'Arnaud,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,140.0,2.4,Hits,T. d'Arnaud,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,0.5,-182.0,1.55,Hits,O. Arcia,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,0.5,138.0,2.38,Hits,O. Arcia,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-112.0,1.89,Hits,T. Walls,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,-115.0,1.87,Hits,T. Walls,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-182.0,1.55,Hits,J. Lowe,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,139.0,2.39,Hits,J. Lowe,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-172.0,1.58,Hits,B. Lowe,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,131.0,2.31,Hits,B. Lowe,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-156.0,1.64,Hits,L. Taveras,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,121.0,2.21,Hits,L. Taveras,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-189.0,1.53,Hits,A. Garcia,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,144.0,2.44,Hits,A. Garcia,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-208.0,1.48,Hits,R. Arozarena,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,159.0,2.59,Hits,R. Arozarena,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-147.0,1.68,Hits,J. Heim,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,114.0,2.14,Hits,J. Heim,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-175.0,1.57,Hits,N. Lowe,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,134.0,2.34,Hits,N. Lowe,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-250.0,1.4,Hits,M. Semien,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,186.0,2.86,Hits,M. Semien,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-200.0,1.5,Hits,I. Paredes,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,152.0,2.52,Hits,I. Paredes,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-164.0,1.61,Hits,J. Smith,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,125.0,2.25,Hits,J. Smith,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-222.0,1.45,Hits,C. Seager,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,168.0,2.68,Hits,C. Seager,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-139.0,1.72,Hits,J. Siri,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,107.0,2.07,Hits,J. Siri,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-132.0,1.76,Hits,T. Jankowski,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,102.0,2.02,Hits,T. Jankowski,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-200.0,1.5,Hits,W. Langford,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,152.0,2.52,Hits,W. Langford,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,0.5,-119.0,1.84,Hits,B. Rortvedt,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,0.5,-109.0,1.92,Hits,B. Rortvedt,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-233.0,1.43,Hits,A. Bregman,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,173.0,2.73,Hits,A. Bregman,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-244.0,1.41,Hits,J. Altuve,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,183.0,2.83,Hits,J. Altuve,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-222.0,1.45,Hits,Y. Alvarez,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,166.0,2.66,Hits,Y. Alvarez,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-185.0,1.54,Hits,M. Kepler,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,140.0,2.4,Hits,M. Kepler,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-156.0,1.64,Hits,C. McCormick,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,121.0,2.21,Hits,C. McCormick,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-179.0,1.56,Hits,T. Larnach,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,136.0,2.36,Hits,T. Larnach,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-185.0,1.54,Hits,R. Jeffers,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,140.0,2.4,Hits,R. Jeffers,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-172.0,1.58,Hits,J. Meyers,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,131.0,2.31,Hits,J. Meyers,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-208.0,1.48,Hits,J. Pena,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,159.0,2.59,Hits,J. Pena,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-213.0,1.47,Hits,J. Miranda,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,160.0,2.6,Hits,J. Miranda,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-244.0,1.41,Hits,M. Dubon,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,182.0,2.82,Hits,M. Dubon,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-233.0,1.43,Hits,W. Castro,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,173.0,2.73,Hits,W. Castro,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-130.0,1.77,Hits,J. Singleton,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,101.0,2.01,Hits,J. Singleton,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-164.0,1.61,Hits,B. Buxton,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,125.0,2.25,Hits,B. Buxton,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-175.0,1.57,Hits,C. Santana,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,135.0,2.35,Hits,C. Santana,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-149.0,1.67,Hits,C. Vazquez,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,115.0,2.15,Hits,C. Vazquez,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,0.5,-270.0,1.37,Hits,C. Correa,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,0.5,198.0,2.98,Hits,C. Correa,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,over,,0.5,-208.0,1.48,Hits,R. McMahon,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,under,,0.5,158.0,2.58,Hits,R. McMahon,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,over,,0.5,-204.0,1.49,Hits,E. Tovar,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,under,,0.5,156.0,2.56,Hits,E. Tovar,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,over,,0.5,-244.0,1.41,Hits,E. Diaz,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,under,,0.5,182.0,2.82,Hits,E. Diaz,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,over,,0.5,-196.0,1.51,Hits,B. Doyle,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,under,,0.5,148.0,2.48,Hits,B. Doyle,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,over,,0.5,-141.0,1.71,Hits,M. Toglia,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,under,,0.5,109.0,2.09,Hits,M. Toglia,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-152.0,1.66,Hits,G. Perdomo,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,116.0,2.16,Hits,G. Perdomo,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-217.0,1.46,Hits,J. Profar,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,164.0,2.64,Hits,J. Profar,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-196.0,1.51,Hits,A. Thomas,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,149.0,2.49,Hits,A. Thomas,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-233.0,1.43,Hits,C. Walker,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,173.0,2.73,Hits,C. Walker,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-250.0,1.4,Hits,C. Carroll,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,188.0,2.88,Hits,C. Carroll,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-213.0,1.47,Hits,G. Moreno,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,160.0,2.6,Hits,G. Moreno,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-270.0,1.37,Hits,K. Marte,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,199.0,2.99,Hits,K. Marte,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-149.0,1.67,Hits,H. Kim,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,115.0,2.15,Hits,H. Kim,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-263.0,1.38,Hits,M. Machado,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,195.0,2.95,Hits,M. Machado,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-154.0,1.65,Hits,E. Suarez,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,119.0,2.19,Hits,E. Suarez,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-250.0,1.4,Hits,L. Gurriel Jr.,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,184.0,2.84,Hits,L. Gurriel Jr.,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-137.0,1.73,Hits,K. Higashioka,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,106.0,2.06,Hits,K. Higashioka,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-169.0,1.59,Hits,D. Peralta,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,130.0,2.3,Hits,D. Peralta,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-222.0,1.45,Hits,D. Solano,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,166.0,2.66,Hits,D. Solano,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,0.5,-196.0,1.51,Hits,J. Pederson,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,0.5,150.0,2.5,Hits,J. Pederson,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-244.0,1.41,Hits,A. Santander,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,181.0,2.81,Hits,A. Santander,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-263.0,1.38,Hits,R. Mountcastle,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,194.0,2.94,Hits,R. Mountcastle,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-200.0,1.5,Hits,J. Mateo,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,152.0,2.52,Hits,J. Mateo,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-182.0,1.55,Hits,S. Langeliers,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,139.0,2.39,Hits,S. Langeliers,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-233.0,1.43,Hits,G. Henderson,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,175.0,2.75,Hits,G. Henderson,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-185.0,1.54,Hits,J. Bleday,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,140.0,2.4,Hits,J. Bleday,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-130.0,1.77,Hits,L. Butler,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,100.0,2.0,Hits,L. Butler,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-185.0,1.54,Hits,B. Rooker,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,141.0,2.41,Hits,B. Rooker,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-161.0,1.62,Hits,R. O'Hearn,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,123.0,2.23,Hits,R. O'Hearn,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-244.0,1.41,Hits,J. Westburg,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,182.0,2.82,Hits,J. Westburg,,,,,,,,,
